,Month,School,Grade,Regular Program,Bilingual Served,Spec. Ed. Served,Male,Female,Non-Binary,Total Student Count,P223 Total Count,P223 Total FTE
4,2022-06,Lowell,Preschool,2.0,0.0,24.0,19.0,7.0,0.0,26.0,0.0,0.0
5,2022-06,Lowell,K,31.0,6.0,6.0,19.0,21.0,0.0,40.0,40.0,40.0
6,2022-06,Lowell,1,26.0,9.0,14.0,27.0,20.0,0.0,47.0,47.0,47.0
7,2022-06,Lowell,2,43.0,16.0,16.0,39.0,33.0,1.0,73.0,73.0,73.0
8,2022-06,Lowell,3,25.0,13.0,7.0,20.0,22.0,1.0,43.0,43.0,43.0
9,2022-06,Lowell,4,28.0,13.0,13.0,20.0,28.0,2.0,50.0,50.0,50.0
10,2022-06,Lowell,5,24.0,8.0,10.0,21.0,19.0,1.0,41.0,41.0,41.0
5,2022-06,Loyal Heights,K,86.0,5.0,5.0,44.0,49.0,0.0,93.0,93.0,93.0
6,2022-06,Loyal Heights,1,76.0,4.0,6.0,45.0,41.0,0.0,86.0,86.0,86.0
7,2022-06,Loyal Heights,2,70.0,1.0,8.0,45.0,34.0,0.0,79.0,79.0,79.0
8,2022-06,Loyal Heights,3,61.0,2.0,16.0,36.0,43.0,0.0,79.0,79.0,79.0
9,2022-06,Loyal Heights,4,57.0,1.0,9.0,31.0,34.0,1.0,66.0,66.0,66.0
10,2022-06,Loyal Heights,5,57.0,2.0,14.0,31.0,41.0,0.0,72.0,72.0,72.0
5,2022-06,Madison,6,259.0,9.0,42.0,175.0,130.0,3.0,308.0,308.0,308.0
6,2022-06,Madison,7,284.0,17.0,43.0,190.0,144.0,3.0,337.0,337.0,335.32
7,2022-06,Madison,8,278.0,6.0,51.0,162.0,160.0,10.0,332.0,332.0,330.9
4,2022-06,Madrona K-8,Preschool,0.0,0.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0
5,2022-06,Madrona K-8,K,43.0,2.0,3.0,19.0,29.0,0.0,48.0,48.0,48.0
6,2022-06,Madrona K-8,1,29.0,2.0,1.0,15.0,17.0,0.0,32.0,32.0,32.0
7,2022-06,Madrona K-8,2,27.0,5.0,2.0,19.0,14.0,1.0,34.0,34.0,34.0
8,2022-06,Madrona K-8,3,36.0,5.0,3.0,22.0,22.0,0.0,44.0,44.0,44.0
9,2022-06,Madrona K-8,4,33.0,3.0,5.0,19.0,21.0,0.0,40.0,40.0,40.0
10,2022-06,Madrona K-8,5,30.0,5.0,1.0,17.0,19.0,0.0,36.0,36.0,36.0
4,2022-06,Magnolia,Preschool,21.0,0.0,10.0,16.0,15.0,0.0,31.0,0.0,0.0
5,2022-06,Magnolia,K,55.0,7.0,9.0,37.0,32.0,1.0,70.0,70.0,70.0
6,2022-06,Magnolia,1,43.0,3.0,5.0,21.0,30.0,0.0,51.0,51.0,51.0
7,2022-06,Magnolia,2,46.0,13.0,3.0,35.0,26.0,0.0,61.0,61.0,61.0
8,2022-06,Magnolia,3,36.0,1.0,7.0,18.0,25.0,1.0,44.0,44.0,44.0
9,2022-06,Magnolia,4,37.0,2.0,7.0,23.0,23.0,0.0,46.0,46.0,46.0
10,2022-06,Magnolia,5,21.0,7.0,9.0,17.0,20.0,0.0,37.0,37.0,36.03
5,2022-06,Maple,K,36.0,36.0,10.0,35.0,42.0,0.0,77.0,77.0,77.0
6,2022-06,Maple,1,25.0,30.0,6.0,28.0,29.0,0.0,57.0,57.0,57.0
7,2022-06,Maple,2,42.0,32.0,10.0,50.0,30.0,0.0,80.0,80.0,80.0
8,2022-06,Maple,3,28.0,37.0,6.0,34.0,34.0,0.0,68.0,68.0,68.0
9,2022-06,Maple,4,43.0,27.0,16.0,42.0,37.0,0.0,79.0,79.0,79.0
10,2022-06,Maple,5,54.0,23.0,7.0,49.0,32.0,0.0,81.0,81.0,81.0
4,2022-06,Martin Luther King Jr,Preschool,19.0,0.0,17.0,26.0,10.0,0.0,36.0,0.0,0.0
5,2022-06,Martin Luther King Jr,K,18.0,18.0,2.0,16.0,22.0,0.0,38.0,38.0,38.0
6,2022-06,Martin Luther King Jr,1,21.0,21.0,8.0,27.0,21.0,0.0,48.0,48.0,48.0
7,2022-06,Martin Luther King Jr,2,20.0,27.0,6.0,22.0,27.0,0.0,49.0,49.0,49.0
8,2022-06,Martin Luther King Jr,3,21.0,13.0,5.0,23.0,14.0,0.0,37.0,37.0,37.0
9,2022-06,Martin Luther King Jr,4,20.0,11.0,4.0,15.0,19.0,0.0,34.0,34.0,34.0
10,2022-06,Martin Luther King Jr,5,25.0,13.0,7.0,21.0,18.0,0.0,39.0,39.0,39.0
5,2022-06,McClure,6,113.0,3.0,28.0,74.0,67.0,3.0,144.0,144.0,144.0
6,2022-06,McClure,7,120.0,4.0,18.0,77.0,60.0,4.0,141.0,141.0,140.19
7,2022-06,McClure,8,119.0,7.0,22.0,72.0,71.0,3.0,146.0,146.0,145.31
5,2022-06,McDonald Intl,K,50.0,25.0,3.0,39.0,37.0,1.0,77.0,77.0,77.0
6,2022-06,McDonald Intl,1,60.0,13.0,5.0,36.0,41.0,0.0,77.0,77.0,77.0
7,2022-06,McDonald Intl,2,59.0,23.0,9.0,43.0,47.0,0.0,90.0,90.0,90.0
8,2022-06,McDonald Intl,3,65.0,25.0,6.0,43.0,52.0,1.0,96.0,96.0,96.0
9,2022-06,McDonald Intl,4,40.0,8.0,5.0,25.0,27.0,0.0,52.0,52.0,52.0
10,2022-06,McDonald Intl,5,50.0,5.0,7.0,24.0,37.0,0.0,61.0,61.0,61.0
5,2022-06,McGilvra,K,52.0,1.0,1.0,32.0,22.0,0.0,54.0,54.0,54.0
6,2022-06,McGilvra,1,35.0,4.0,3.0,24.0,18.0,0.0,42.0,42.0,41.02
7,2022-06,McGilvra,2,36.0,2.0,4.0,17.0,24.0,0.0,41.0,41.0,41.0
8,2022-06,McGilvra,3,27.0,1.0,11.0,19.0,20.0,0.0,39.0,39.0,38.18
9,2022-06,McGilvra,4,17.0,3.0,4.0,11.0,13.0,0.0,24.0,24.0,24.0
10,2022-06,McGilvra,5,19.0,0.0,7.0,10.0,16.0,0.0,26.0,26.0,26.0
5,2022-06,Meany,6,131.0,24.0,24.0,91.0,84.0,2.0,177.0,177.0,177.0
6,2022-06,Meany,7,113.0,20.0,25.0,84.0,69.0,3.0,156.0,156.0,155.96
7,2022-06,Meany,8,120.0,16.0,31.0,85.0,75.0,2.0,162.0,162.0,161.15
5,2022-06,Mercer International,6,183.0,76.0,42.0,141.0,133.0,0.0,274.0,274.0,274.0
6,2022-06,Mercer International,7,251.0,86.0,54.0,177.0,193.0,1.0,371.0,371.0,371.0
7,2022-06,Mercer International,8,257.0,57.0,38.0,187.0,143.0,2.0,332.0,332.0,331.79
5,2022-06,Middle College,9,15.0,0.0,2.0,7.0,7.0,3.0,17.0,17.0,17.0
6,2022-06,Middle College,10,23.0,1.0,1.0,10.0,15.0,0.0,25.0,25.0,25.0
7,2022-06,Middle College,11,35.0,1.0,2.0,10.0,24.0,3.0,37.0,17.0,9.89
8,2022-06,Middle College,12,6.0,0.0,3.0,4.0,5.0,0.0,9.0,9.0,5.5
5,2022-06,Montlake,K,23.0,2.0,4.0,14.0,15.0,0.0,29.0,29.0,29.0
6,2022-06,Montlake,1,27.0,2.0,3.0,15.0,17.0,0.0,32.0,32.0,31.05
7,2022-06,Montlake,2,29.0,2.0,4.0,17.0,17.0,0.0,34.0,34.0,34.0
8,2022-06,Montlake,3,32.0,1.0,5.0,14.0,23.0,1.0,38.0,38.0,38.0
9,2022-06,Montlake,4,23.0,0.0,4.0,12.0,15.0,0.0,27.0,27.0,27.0
10,2022-06,Montlake,5,25.0,1.0,3.0,21.0,7.0,0.0,28.0,28.0,28.0
5,2022-06,NOVA,9,44.0,0.0,12.0,21.0,29.0,6.0,56.0,56.0,53.96
6,2022-06,NOVA,10,50.0,1.0,21.0,24.0,35.0,13.0,72.0,72.0,69.24
7,2022-06,NOVA,11,48.0,1.0,10.0,20.0,34.0,5.0,59.0,59.0,56.66
8,2022-06,NOVA,12,61.0,1.0,17.0,33.0,41.0,5.0,79.0,79.0,75.31
5,2022-06,Nathan Hale,9,195.0,25.0,53.0,144.0,113.0,5.0,262.0,262.0,261.53
6,2022-06,Nathan Hale,10,202.0,23.0,43.0,142.0,115.0,2.0,259.0,259.0,257.97
7,2022-06,Nathan Hale,11,222.0,21.0,25.0,139.0,124.0,3.0,266.0,256.0,235.92
8,2022-06,Nathan Hale,12,245.0,24.0,34.0,157.0,140.0,2.0,299.0,269.0,223.7
4,2022-06,Non-Public Agencies,Preschool,1.0,0.0,16.0,5.0,12.0,0.0,17.0,0.0,0.0
5,2022-06,Non-Public Agencies,K,2.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,3.0
6,2022-06,Non-Public Agencies,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
7,2022-06,Non-Public Agencies,2,0.0,0.0,4.0,3.0,1.0,0.0,4.0,4.0,4.0
8,2022-06,Non-Public Agencies,3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
9,2022-06,Non-Public Agencies,4,2.0,0.0,4.0,3.0,3.0,0.0,6.0,6.0,6.0
10,2022-06,Non-Public Agencies,5,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0
11,2022-06,Non-Public Agencies,6,0.0,0.0,11.0,8.0,2.0,1.0,11.0,11.0,11.0
12,2022-06,Non-Public Agencies,7,2.0,0.0,6.0,4.0,4.0,0.0,8.0,8.0,8.0
13,2022-06,Non-Public Agencies,8,0.0,0.0,6.0,5.0,1.0,0.0,6.0,6.0,6.0
14,2022-06,Non-Public Agencies,9,0.0,0.0,13.0,7.0,4.0,2.0,13.0,13.0,13.0
15,2022-06,Non-Public Agencies,10,0.0,0.0,12.0,8.0,4.0,0.0,12.0,12.0,12.0
16,2022-06,Non-Public Agencies,11,1.0,1.0,5.0,4.0,2.0,0.0,6.0,6.0,6.0
17,2022-06,Non-Public Agencies,12,2.0,1.0,11.0,6.0,8.0,0.0,14.0,14.0,14.0
4,2022-06,North Beach,Preschool,4.0,0.0,10.0,9.0,5.0,0.0,14.0,0.0,0.0
5,2022-06,North Beach,K,58.0,2.0,10.0,34.0,36.0,0.0,70.0,70.0,70.0
6,2022-06,North Beach,1,48.0,4.0,5.0,33.0,23.0,0.0,56.0,56.0,56.0
7,2022-06,North Beach,2,43.0,4.0,9.0,24.0,29.0,0.0,53.0,53.0,52.07
8,2022-06,North Beach,3,51.0,5.0,13.0,32.0,35.0,0.0,67.0,67.0,66.21
9,2022-06,North Beach,4,48.0,2.0,10.0,31.0,27.0,0.0,58.0,58.0,58.0
10,2022-06,North Beach,5,32.0,0.0,14.0,28.0,18.0,0.0,46.0,46.0,46.0
4,2022-06,Northgate,Preschool,17.0,0.0,3.0,10.0,10.0,0.0,20.0,0.0,0.0
5,2022-06,Northgate,K,24.0,6.0,6.0,21.0,15.0,0.0,36.0,36.0,36.0
6,2022-06,Northgate,1,13.0,14.0,4.0,13.0,15.0,0.0,28.0,28.0,28.0
7,2022-06,Northgate,2,17.0,10.0,5.0,15.0,15.0,0.0,30.0,30.0,30.0
8,2022-06,Northgate,3,14.0,13.0,6.0,14.0,17.0,0.0,31.0,31.0,31.0
9,2022-06,Northgate,4,16.0,9.0,4.0,11.0,17.0,0.0,28.0,28.0,28.0
10,2022-06,Northgate,5,20.0,4.0,9.0,10.0,21.0,0.0,31.0,31.0,31.0
5,2022-06,ORCA K-8,K,35.0,6.0,3.0,25.0,18.0,1.0,44.0,44.0,44.0
6,2022-06,ORCA K-8,1,39.0,5.0,3.0,21.0,26.0,0.0,47.0,47.0,47.0
7,2022-06,ORCA K-8,2,43.0,7.0,3.0,25.0,27.0,0.0,52.0,52.0,52.0
8,2022-06,ORCA K-8,3,40.0,5.0,4.0,28.0,19.0,2.0,49.0,49.0,49.0
9,2022-06,ORCA K-8,4,35.0,8.0,6.0,21.0,26.0,1.0,48.0,48.0,48.0
10,2022-06,ORCA K-8,5,45.0,6.0,7.0,37.0,19.0,0.0,56.0,56.0,56.0
11,2022-06,ORCA K-8,6,29.0,6.0,4.0,21.0,18.0,0.0,39.0,39.0,39.0
12,2022-06,ORCA K-8,7,29.0,8.0,6.0,18.0,23.0,0.0,41.0,41.0,41.0
13,2022-06,ORCA K-8,8,21.0,2.0,6.0,13.0,14.0,1.0,28.0,28.0,28.0
4,2022-06,Olympic Hills,Preschool,36.0,0.0,13.0,22.0,26.0,1.0,49.0,0.0,0.0
5,2022-06,Olympic Hills,K,45.0,33.0,5.0,43.0,39.0,0.0,82.0,82.0,82.0
6,2022-06,Olympic Hills,1,47.0,21.0,9.0,34.0,42.0,0.0,76.0,76.0,76.0
7,2022-06,Olympic Hills,2,43.0,34.0,13.0,46.0,37.0,1.0,84.0,84.0,84.0
8,2022-06,Olympic Hills,3,35.0,23.0,9.0,34.0,32.0,0.0,66.0,66.0,66.0
9,2022-06,Olympic Hills,4,41.0,15.0,10.0,34.0,31.0,0.0,65.0,65.0,65.0
10,2022-06,Olympic Hills,5,33.0,29.0,23.0,44.0,34.0,0.0,78.0,78.0,78.0
5,2022-06,Olympic View,K,41.0,15.0,7.0,30.0,31.0,0.0,61.0,61.0,61.0
6,2022-06,Olympic View,1,35.0,15.0,6.0,28.0,25.0,1.0,54.0,54.0,54.0
7,2022-06,Olympic View,2,40.0,27.0,16.0,42.0,37.0,1.0,80.0,80.0,80.0
8,2022-06,Olympic View,3,48.0,5.0,9.0,34.0,28.0,0.0,62.0,62.0,62.0
9,2022-06,Olympic View,4,39.0,14.0,7.0,28.0,30.0,0.0,58.0,58.0,58.0
10,2022-06,Olympic View,5,41.0,13.0,10.0,29.0,31.0,1.0,61.0,61.0,61.0
5,2022-06,Pathfinder K-8,K,48.0,1.0,4.0,23.0,30.0,0.0,53.0,53.0,52.36
6,2022-06,Pathfinder K-8,1,47.0,0.0,6.0,29.0,24.0,0.0,53.0,53.0,53.0
7,2022-06,Pathfinder K-8,2,42.0,1.0,8.0,27.0,24.0,0.0,51.0,51.0,51.0
8,2022-06,Pathfinder K-8,3,40.0,1.0,9.0,22.0,27.0,1.0,50.0,50.0,50.0
9,2022-06,Pathfinder K-8,4,43.0,1.0,12.0,26.0,29.0,0.0,55.0,55.0,55.0
10,2022-06,Pathfinder K-8,5,44.0,1.0,13.0,31.0,26.0,0.0,57.0,57.0,57.0
11,2022-06,Pathfinder K-8,6,37.0,1.0,12.0,18.0,29.0,2.0,49.0,49.0,49.0
12,2022-06,Pathfinder K-8,7,25.0,1.0,21.0,25.0,20.0,1.0,46.0,46.0,45.21
13,2022-06,Pathfinder K-8,8,36.0,0.0,12.0,28.0,16.0,4.0,48.0,48.0,48.0
4,2022-06,Queen Anne,Preschool,0.0,0.0,6.0,1.0,5.0,0.0,6.0,0.0,0.0
5,2022-06,Queen Anne,K,62.0,14.0,5.0,40.0,37.0,0.0,77.0,77.0,77.0
6,2022-06,Queen Anne,1,55.0,20.0,11.0,41.0,40.0,0.0,81.0,81.0,81.0
7,2022-06,Queen Anne,2,53.0,9.0,8.0,31.0,39.0,0.0,70.0,70.0,70.0
8,2022-06,Queen Anne,3,64.0,11.0,18.0,46.0,45.0,2.0,93.0,93.0,93.0
9,2022-06,Queen Anne,4,57.0,9.0,9.0,37.0,38.0,0.0,75.0,75.0,75.0
10,2022-06,Queen Anne,5,43.0,9.0,19.0,42.0,25.0,0.0,67.0,67.0,67.0
5,2022-06,Rainier Beach,9,130.0,45.0,27.0,101.0,94.0,0.0,195.0,195.0,194.48
6,2022-06,Rainier Beach,10,112.0,44.0,21.0,81.0,84.0,1.0,166.0,166.0,165.68
7,2022-06,Rainier Beach,11,117.0,59.0,28.0,107.0,88.0,0.0,195.0,194.0,169.66
8,2022-06,Rainier Beach,12,121.0,64.0,35.0,112.0,96.0,0.0,208.0,208.0,145.92
5,2022-06,Rainier View,K,26.0,13.0,2.0,20.0,21.0,0.0,41.0,41.0,41.0
6,2022-06,Rainier View,1,23.0,14.0,1.0,15.0,23.0,0.0,38.0,38.0,38.0
7,2022-06,Rainier View,2,28.0,11.0,2.0,20.0,20.0,0.0,40.0,40.0,40.0
8,2022-06,Rainier View,3,28.0,8.0,0.0,21.0,15.0,0.0,36.0,36.0,36.0
9,2022-06,Rainier View,4,22.0,10.0,1.0,12.0,21.0,0.0,33.0,33.0,33.0
10,2022-06,Rainier View,5,25.0,5.0,4.0,18.0,15.0,0.0,33.0,33.0,33.0
4,2022-06,Rising Star,Preschool,27.0,0.0,4.0,17.0,14.0,0.0,31.0,0.0,0.0
5,2022-06,Rising Star,K,15.0,26.0,5.0,27.0,18.0,0.0,45.0,45.0,45.0
6,2022-06,Rising Star,1,19.0,22.0,11.0,25.0,23.0,0.0,48.0,48.0,48.0
7,2022-06,Rising Star,2,26.0,22.0,8.0,22.0,32.0,0.0,54.0,54.0,54.0
8,2022-06,Rising Star,3,24.0,27.0,9.0,33.0,23.0,0.0,56.0,56.0,56.0
9,2022-06,Rising Star,4,11.0,28.0,11.0,26.0,18.0,0.0,44.0,44.0,44.0
10,2022-06,Rising Star,5,19.0,27.0,12.0,27.0,24.0,0.0,51.0,51.0,51.0
5,2022-06,Robert Eagle Staff,6,159.0,17.0,41.0,100.0,112.0,0.0,212.0,212.0,212.0
6,2022-06,Robert Eagle Staff,7,176.0,26.0,43.0,99.0,129.0,5.0,233.0,233.0,232.93
7,2022-06,Robert Eagle Staff,8,196.0,19.0,33.0,123.0,111.0,3.0,237.0,237.0,236.93
5,2022-06,Roosevelt,9,346.0,15.0,43.0,199.0,197.0,4.0,400.0,400.0,398.7
6,2022-06,Roosevelt,10,340.0,8.0,32.0,181.0,190.0,4.0,375.0,375.0,372.03
7,2022-06,Roosevelt,11,338.0,7.0,32.0,203.0,173.0,0.0,376.0,368.0,349.04
8,2022-06,Roosevelt,12,363.0,12.0,26.0,209.0,187.0,2.0,398.0,372.0,337.56
4,2022-06,Roxhill,Preschool,48.0,0.0,3.0,21.0,30.0,0.0,51.0,0.0,0.0
5,2022-06,Roxhill,K,34.0,6.0,8.0,17.0,30.0,0.0,47.0,47.0,47.0
6,2022-06,Roxhill,1,26.0,10.0,6.0,26.0,14.0,0.0,40.0,40.0,40.0
7,2022-06,Roxhill,2,22.0,10.0,2.0,16.0,18.0,0.0,34.0,34.0,34.0
8,2022-06,Roxhill,3,23.0,13.0,7.0,20.0,18.0,0.0,38.0,38.0,38.0
9,2022-06,Roxhill,4,21.0,6.0,2.0,8.0,19.0,0.0,27.0,27.0,27.0
10,2022-06,Roxhill,5,33.0,5.0,7.0,20.0,23.0,0.0,43.0,43.0,43.0
4,2022-06,Sacajawea,Preschool,0.0,0.0,27.0,23.0,4.0,0.0,27.0,0.0,0.0
5,2022-06,Sacajawea,K,25.0,4.0,13.0,23.0,17.0,0.0,40.0,40.0,40.0
6,2022-06,Sacajawea,1,10.0,6.0,9.0,15.0,9.0,0.0,24.0,24.0,24.0
7,2022-06,Sacajawea,2,27.0,1.0,8.0,19.0,16.0,0.0,35.0,35.0,35.0
8,2022-06,Sacajawea,3,16.0,5.0,5.0,12.0,14.0,0.0,26.0,26.0,26.0
9,2022-06,Sacajawea,4,26.0,3.0,3.0,15.0,16.0,0.0,31.0,31.0,31.0
10,2022-06,Sacajawea,5,12.0,2.0,9.0,12.0,10.0,0.0,22.0,22.0,22.0
5,2022-06,Salmon Bay K-8,K,40.0,2.0,9.0,26.0,24.0,0.0,50.0,50.0,50.0
6,2022-06,Salmon Bay K-8,1,43.0,2.0,5.0,24.0,26.0,0.0,50.0,50.0,50.0
7,2022-06,Salmon Bay K-8,2,44.0,0.0,6.0,32.0,17.0,1.0,50.0,50.0,50.0
8,2022-06,Salmon Bay K-8,3,38.0,1.0,9.0,25.0,22.0,1.0,48.0,48.0,48.0
9,2022-06,Salmon Bay K-8,4,34.0,0.0,19.0,29.0,24.0,0.0,53.0,53.0,53.0
10,2022-06,Salmon Bay K-8,5,45.0,3.0,9.0,24.0,30.0,1.0,55.0,55.0,55.0
11,2022-06,Salmon Bay K-8,6,87.0,1.0,28.0,64.0,46.0,5.0,115.0,115.0,115.0
12,2022-06,Salmon Bay K-8,7,94.0,1.0,25.0,59.0,57.0,4.0,120.0,120.0,119.89
13,2022-06,Salmon Bay K-8,8,83.0,2.0,28.0,65.0,42.0,4.0,111.0,111.0,110.64
4,2022-06,Sand Point,Preschool,20.0,0.0,15.0,18.0,17.0,0.0,35.0,0.0,0.0
5,2022-06,Sand Point,K,22.0,9.0,5.0,19.0,17.0,0.0,36.0,36.0,36.0
6,2022-06,Sand Point,1,20.0,4.0,4.0,16.0,11.0,0.0,27.0,27.0,27.0
7,2022-06,Sand Point,2,16.0,4.0,3.0,12.0,11.0,0.0,23.0,23.0,22.05
8,2022-06,Sand Point,3,15.0,5.0,5.0,12.0,13.0,0.0,25.0,25.0,25.0
9,2022-06,Sand Point,4,13.0,9.0,3.0,16.0,8.0,0.0,24.0,24.0,24.0
10,2022-06,Sand Point,5,19.0,3.0,3.0,11.0,13.0,0.0,24.0,24.0,24.0
5,2022-06,Sanislo,K,15.0,13.0,4.0,14.0,17.0,0.0,31.0,31.0,31.0
6,2022-06,Sanislo,1,14.0,11.0,4.0,11.0,16.0,1.0,28.0,28.0,28.0
7,2022-06,Sanislo,2,18.0,13.0,7.0,21.0,15.0,0.0,36.0,36.0,36.0
8,2022-06,Sanislo,3,10.0,16.0,8.0,17.0,15.0,0.0,32.0,32.0,32.0
9,2022-06,Sanislo,4,7.0,14.0,11.0,14.0,13.0,0.0,27.0,27.0,26.12
10,2022-06,Sanislo,5,15.0,9.0,8.0,15.0,16.0,0.0,31.0,31.0,31.0
5,2022-06,Seattle World School,9,3.0,67.0,1.0,49.0,21.0,0.0,70.0,70.0,69.96
6,2022-06,Seattle World School,10,2.0,65.0,2.0,43.0,24.0,0.0,67.0,67.0,67.0
7,2022-06,Seattle World School,11,4.0,60.0,1.0,39.0,25.0,0.0,64.0,64.0,63.37
8,2022-06,Seattle World School,12,3.0,47.0,3.0,30.0,20.0,0.0,50.0,50.0,45.02
4,2022-06,South Shore PK-8,Preschool,38.0,0.0,5.0,25.0,18.0,0.0,43.0,0.0,0.0
5,2022-06,South Shore PK-8,K,35.0,12.0,9.0,28.0,26.0,0.0,54.0,54.0,54.0
6,2022-06,South Shore PK-8,1,39.0,6.0,5.0,24.0,25.0,0.0,49.0,49.0,49.0
7,2022-06,South Shore PK-8,2,31.0,18.0,8.0,29.0,26.0,0.0,55.0,55.0,55.0
8,2022-06,South Shore PK-8,3,32.0,17.0,8.0,31.0,25.0,0.0,56.0,56.0,56.0
9,2022-06,South Shore PK-8,4,27.0,14.0,8.0,18.0,29.0,1.0,48.0,48.0,48.0
10,2022-06,South Shore PK-8,5,37.0,18.0,4.0,35.0,24.0,0.0,59.0,59.0,59.0
11,2022-06,South Shore PK-8,6,44.0,16.0,13.0,42.0,28.0,1.0,71.0,71.0,71.0
12,2022-06,South Shore PK-8,7,46.0,16.0,7.0,38.0,29.0,1.0,68.0,68.0,68.0
13,2022-06,South Shore PK-8,8,46.0,12.0,13.0,36.0,33.0,1.0,70.0,70.0,70.0
4,2022-06,Special Ed Private Svcs,Preschool,0.0,0.0,125.0,79.0,46.0,0.0,125.0,0.0,0.0
5,2022-06,Special Ed Private Svcs,K,0.0,0.0,6.0,4.0,2.0,0.0,6.0,6.0,1.05
6,2022-06,Special Ed Private Svcs,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.03
7,2022-06,Special Ed Private Svcs,2,0.0,0.0,4.0,2.0,2.0,0.0,4.0,4.0,0.05
8,2022-06,Special Ed Private Svcs,3,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.02
9,2022-06,Special Ed Private Svcs,4,0.0,0.0,5.0,2.0,3.0,0.0,5.0,5.0,1.04
10,2022-06,Special Ed Private Svcs,5,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.01
11,2022-06,Special Ed Private Svcs,6,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.03
12,2022-06,Special Ed Private Svcs,7 8,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.04
15,2022-06,Special Ed Private Svcs,12,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.02
5,2022-06,Stevens,K,29.0,5.0,3.0,22.0,14.0,0.0,36.0,36.0,36.0
6,2022-06,Stevens,1,17.0,2.0,6.0,17.0,8.0,0.0,25.0,25.0,25.0
7,2022-06,Stevens,2,32.0,3.0,8.0,21.0,20.0,0.0,41.0,41.0,41.0
8,2022-06,Stevens,3,17.0,1.0,3.0,12.0,8.0,1.0,21.0,21.0,21.0
9,2022-06,Stevens,4,22.0,1.0,8.0,18.0,11.0,1.0,30.0,30.0,30.0
10,2022-06,Stevens,5,19.0,3.0,8.0,13.0,16.0,0.0,29.0,29.0,29.0
5,2022-06,TOPS K-8,K,33.0,12.0,5.0,21.0,28.0,0.0,49.0,49.0,49.0
6,2022-06,TOPS K-8,1,35.0,6.0,7.0,24.0,22.0,0.0,46.0,46.0,46.0
7,2022-06,TOPS K-8,2,36.0,9.0,9.0,28.0,24.0,0.0,52.0,52.0,51.0
8,2022-06,TOPS K-8,3,34.0,12.0,11.0,34.0,19.0,0.0,53.0,53.0,53.0
9,2022-06,TOPS K-8,4,44.0,5.0,6.0,27.0,27.0,1.0,55.0,55.0,55.0
10,2022-06,TOPS K-8,5,42.0,6.0,13.0,30.0,27.0,0.0,57.0,57.0,57.0
11,2022-06,TOPS K-8,6,53.0,2.0,3.0,24.0,34.0,0.0,58.0,58.0,58.0
12,2022-06,TOPS K-8,7,46.0,2.0,10.0,21.0,37.0,0.0,58.0,58.0,58.0
13,2022-06,TOPS K-8,8,51.0,1.0,7.0,25.0,32.0,1.0,58.0,58.0,58.0
4,2022-06,Thornton Creek,Preschool,22.0,0.0,11.0,21.0,12.0,0.0,33.0,0.0,0.0
5,2022-06,Thornton Creek,K,55.0,8.0,7.0,38.0,32.0,0.0,70.0,70.0,70.0
6,2022-06,Thornton Creek,1,55.0,8.0,12.0,40.0,32.0,0.0,72.0,72.0,72.0
7,2022-06,Thornton Creek,2,46.0,4.0,10.0,27.0,32.0,0.0,59.0,59.0,59.0
8,2022-06,Thornton Creek,3,68.0,6.0,17.0,44.0,44.0,0.0,88.0,88.0,88.0
9,2022-06,Thornton Creek,4,58.0,4.0,17.0,41.0,38.0,0.0,79.0,79.0,79.0
10,2022-06,Thornton Creek,5,63.0,4.0,23.0,46.0,42.0,0.0,88.0,88.0,88.0
4,2022-06,Thurgood Marshall,Preschool,6.0,0.0,12.0,9.0,9.0,0.0,18.0,0.0,0.0
5,2022-06,Thurgood Marshall,K,28.0,14.0,10.0,19.0,25.0,2.0,46.0,46.0,46.0
6,2022-06,Thurgood Marshall,1,30.0,16.0,5.0,21.0,27.0,1.0,49.0,49.0,49.0
7,2022-06,Thurgood Marshall,2,48.0,10.0,21.0,49.0,27.0,0.0,76.0,76.0,76.0
8,2022-06,Thurgood Marshall,3,69.0,12.0,22.0,53.0,44.0,1.0,98.0,98.0,98.0
9,2022-06,Thurgood Marshall,4,68.0,8.0,8.0,47.0,36.0,1.0,84.0,84.0,84.0
10,2022-06,Thurgood Marshall,5,60.0,7.0,6.0,31.0,38.0,3.0,72.0,72.0,72.0
5,2022-06,View Ridge,K,51.0,3.0,10.0,31.0,33.0,0.0,64.0,64.0,64.0
6,2022-06,View Ridge,1,46.0,5.0,6.0,32.0,23.0,0.0,55.0,55.0,55.0
7,2022-06,View Ridge,2,33.0,4.0,9.0,25.0,20.0,0.0,45.0,45.0,45.0
